Date,Source,kwh,Temperature (°C),Dewpoint Temperature (°C),U Wind Component (m/s),V Wind Component (m/s),Total Precipitation (mm),Snowfall (mm),Snow Cover (%),consumer_device,data_user,day_of_week,is_weekend,day_of_year,Week,Month,temp_dew_diff,wind_speed,precip_snow_ratio
2024-08-20,consumer_device_10_data_user_1,0.041696982249996,11.641285832541667,8.495210902041666,-0.04256288208333333,0.24195532008333334,0.054807715,0.0,0.0,10,1,1,0,233,34,8,3.146074930500001,0.2456704618953366,54807.715000000004
2024-08-21,consumer_device_10_data_user_1,0.0,11.033206558083334,8.863083139833334,-0.08974246179166667,0.2886418104583333,0.13316225,0.0,0.0,10,1,2,0,234,34,8,2.17012341825,0.30227107733472147,133162.25000000003
2024-08-22,consumer_device_10_data_user_1,0.0,10.853623962124999,7.2710891721249995,-0.016716678999999998,0.06379516920833334,0.056971568,0.0,0.0,10,1,3,0,235,34,8,3.5825347899999995,0.06594900280602371,56971.568
2024-08-23,consumer_device_10_data_user_1,0.0334129418333312,11.449915822,4.772814687166666,-0.020100275625,-0.012449820833333333,0.033975089,0.0,0.0,10,1,4,0,236,34,8,6.677101134833333,0.0236435851550282,33975.089
2024-08-24,consumer_device_10_data_user_1,0.0842593222499955,12.135275776583333,5.720784123750001,0.11275800066666665,0.053200324333333326,0.024565484,0.0,0.0,10,1,5,1,237,34,8,6.414491652833332,0.12467815054577869,24565.484
2024-08-25,consumer_device_10_data_user_1,0.08373546416666271,11.761895752041667,8.534902827458334,0.06432787570833333,-0.09861687825,0.028788334,0.0,0.0,10,1,6,1,238,34,8,3.2269929245833335,0.11774278860687012,28788.334
2024-08-26,consumer_device_10_data_user_1,0.1555883503333282,11.475153223791667,8.015556589708334,0.07384362920833333,0.010807156625,0.033837886,0.0,0.0,10,1,0,0,239,35,8,3.459596634083333,0.07463026335860742,33837.886
2024-08-27,consumer_device_10_data_user_1,15.84809657316666,10.669521585875001,8.266550318333334,0.0014807382500000015,0.17055861158333332,0.051908699,0.0,0.0,10,1,1,0,240,35,8,2.402971267541668,0.1705650391229087,51908.69900000001
2024-08-28,consumer_device_10_data_user_1,0.2074148986666587,10.570746358333333,7.315719858833333,-0.11347071325000001,0.07269732141666667,0.011327726,0.0,0.0,10,1,2,0,241,35,8,3.2550264994999996,0.13476091164214446,11327.726
2024-08-29,consumer_device_10_data_user_1,18.81689684774999,10.809993998041667,8.364133453291666,-0.08048884075,0.2448037465,0.051316927,0.0,0.0,10,1,3,0,242,35,8,2.4458605447500013,0.25769619280407524,51316.927
2024-08-30,consumer_device_10_data_user_1,9.15832005124999,10.262592570458333,7.5257812500000005,-0.4580065409583333,0.04070917375,0.125237475,0.0,0.0,10,1,4,0,243,35,8,2.736811320458332,0.45981216642018635,125237.47499999999
2024-08-31,consumer_device_10_data_user_1,19.128525265999993,11.031700389000001,8.413292820916666,-0.07124391158333333,-0.20426869387500002,0.173940776,0.0,0.0,10,1,5,1,244,35,8,2.6184075680833345,0.21633629893083658,173940.776
2024-09-01,consumer_device_10_data_user_1,8.215966488499996,11.767032878083334,9.057456588541667,0.04525184633333334,-0.016032536833333333,0.115252247,0.0,0.0,10,1,6,1,245,35,9,2.7095762895416673,0.048008039263104714,115252.247
2024-09-02,consumer_device_10_data_user_1,3.8048710452499983,10.818547821041667,8.942941284041666,0.15384038287500001,0.18956947324999998,0.087353193,0.0,0.0,10,1,0,0,246,36,9,1.8756065370000012,0.24413817520291467,87353.193
2024-09-03,consumer_device_10_data_user_1,0.0545863129166637,9.878887431375,8.018991724416667,0.006289803500000001,0.022521217749999985,0.068486462,0.0,0.0,10,1,1,0,247,36,9,1.8598957069583335,0.023383046786326342,68486.462
2024-09-04,consumer_device_10_data_user_1,0.3215800624166545,10.883246994416666,5.328218714458333,-0.10658570125,-0.23584167154166666,0.023346839,0.0,0.0,10,1,2,0,248,36,9,5.555028279958333,0.2588084344578469,23346.839000000004
2024-09-05,consumer_device_10_data_user_1,0.3414265619166552,12.227674102583334,4.746916707291667,0.007599512749999995,0.10169816012499999,0.00380111,0.0,0.0,10,1,3,0,249,36,9,7.4807573952916675,0.10198170604009109,3801.11
2024-09-06,consumer_device_10_data_user_1,0.2806501848333233,10.513212458916668,7.153628921708333,0.12358919779166666,0.12177785241666667,0.056320823,0.0,0.0,10,1,4,0,250,36,9,3.3595835372083345,0.17350543262388976,56320.823000000004
2024-09-07,consumer_device_10_data_user_1,3.5971758679166568,10.337463633291668,4.948944981875,0.13470323879166665,0.026749292958333327,0.01679115,0.0,0.0,10,1,5,1,251,36,9,5.388518651416668,0.13733348905032416,16791.15
2024-09-08,consumer_device_10_data_user_1,14.457180903499994,10.475077564791667,4.571689224333333,0.049717235458333335,0.0028949181250000067,0.02021508,1.42e-07,0.0003255208333333333,10,1,6,1,252,36,9,5.903388340458333,0.04980144628994033,17701.471103327494
2024-09-09,consumer_device_10_data_user_1,15.684799723416658,10.136650339291666,4.463707224458333,0.14047622695833334,0.14787419637500002,0.019699478,0.0,0.0,10,1,0,0,253,37,9,5.672943114833333,0.20396163436784195,19699.478
2024-09-10,consumer_device_10_data_user_1,0.1760740019166587,8.972099558333333,4.735042190624999,0.10047479458333335,0.09987171491666667,0.012960983,0.0,0.0,10,1,1,0,254,37,9,4.237057367708334,0.14166701728687228,12960.983000000002
2024-09-11,consumer_device_10_data_user_1,0.2525185759999896,9.216674422916666,2.9453903198333333,0.031059900875,-0.08053843179166668,0.01400985,0.0,0.0,10,1,2,0,255,37,9,6.2712841030833335,0.08632008131266891,14009.850000000002
2024-09-12,consumer_device_10_data_user_1,0.2811907516666544,10.711586889000001,1.898336664875,-0.069006601875,-0.08914776645833333,0.002685,0.0,0.0,10,1,3,0,256,37,9,8.813250224125001,0.11273524456373124,2685.0
2024-09-13,consumer_device_10_data_user_1,0.2698740389166547,10.078417079374999,3.2851145426249997,0.17025756833333336,0.2713446219583333,0.0091492,0.0,0.0,10,1,4,0,257,37,9,6.79330253675,0.3203366095851214,9149.2
2024-09-14,consumer_device_10_data_user_1,0.2995691267499887,7.519299443416667,5.544675445416666,-0.11689758304166666,0.23179483416666666,0.117575814,0.0002163,0.045166015625,10,1,5,1,258,37,9,1.974623998000001,0.25960333215761283,541.0759963184538
2024-09-15,consumer_device_10_data_user_1,0.2831178441666559,7.491525905,4.1656350453333335,-0.028956731166666666,0.029309391999999993,0.026288752,1.3006e-05,0.023681640625,10,1,6,1,259,37,9,3.325890859666666,0.04120112546118453,1876.963587034128
2024-09-16,consumer_device_10_data_user_1,0.2894133082499891,7.619009272333333,2.6346361796666664,0.013803482,-0.15618872654166668,0.037622452,2.546e-06,0.010335286458333334,10,1,0,0,260,38,9,4.984373092666667,0.15679749492269277,10609.8285391991
2024-09-17,consumer_device_10_data_user_1,10.100918615166657,6.844599024416667,3.1473454793333335,-0.047540028875,-0.164794087375,0.062349382,9.383e-05,0.021891276041666668,10,1,1,0,261,38,9,3.697253545083333,0.17151427223177368,657.4858378150375
2024-09-18,consumer_device_10_data_user_1,18.872047715916658,8.097629801750001,1.6754470825833332,-0.05904070529166666,-0.34486293787500005,0.014453724999999999,2.7056e-05,0.014322916666666666,10,1,2,0,262,38,9,6.422182719166668,0.34988033783154143,515.174116053607
2024-09-19,consumer_device_10_data_user_1,0.2329957061666552,10.415408706125,1.6268885295416666,-0.011654535958333332,-0.15643171462500002,0.00586492,1.01e-06,0.00439453125,10,1,3,0,263,38,9,8.788520176583333,0.15686525921605948,2917.8706467661686
2024-09-20,consumer_device_10_data_user_1,0.2476403422499904,12.154204305291666,1.0862944285,-0.133176803625,-0.23948188620833333,0.00229372,0.0,0.0006510416666666666,10,1,4,0,264,38,9,11.067909876791665,0.27402123064768713,2293.7200000000003
2024-09-21,consumer_device_10_data_user_1,0.0441855042499978,13.219772592833332,1.4322442373333333,-0.09876441958333333,-0.3062696456666667,0.00082471,0.0,0.0,10,1,5,1,265,38,9,11.787528355499997,0.3218004139717945,824.71
2024-09-22,consumer_device_10_data_user_1,0.1778457554999896,14.080012893458333,1.1952332815,-0.06913693758333334,-0.30966178579166664,4.6609999999999996e-05,0.0,0.0,10,1,6,1,266,38,9,12.884779611958333,0.3172858927183586,46.61
2024-09-23,consumer_device_10_data_user_1,0.2608191574999879,13.384137089458333,3.4048419952083333,0.05023829154166667,-0.22392598783333337,0.000248635,0.0,0.0,10,1,0,0,267,39,9,9.97929509425,0.22949233966335272,248.635
2024-07-22,consumer_device_10_data_user_10,2.8974947857499984,14.719595845666667,8.280669148708332,0.022654851249999997,-0.10499763479166668,0.0730489,0.0,0.0,10,10,0,0,204,30,7,6.438926696958335,0.10741389852809477,73048.90000000001
2024-07-23,consumer_device_10_data_user_10,3.062351112916659,13.217268244458333,9.862699763250001,0.11613655091666668,-0.07799720754166665,0.121921481,0.0,0.0,10,10,1,0,205,30,7,3.3545684812083323,0.13989732964970178,121921.481
2024-07-24,consumer_device_10_data_user_10,0.1121367929999906,12.462190246625,9.865658060958333,0.103451410875,-0.07502758500000001,0.119983527,0.0,0.0,10,10,2,0,206,30,7,2.596532185666666,0.12779410363142854,119983.52700000002
2024-07-25,consumer_device_10_data_user_10,1.0138755033333229,13.867550786041667,8.973798369958333,0.06634457904166666,-0.04318177695833333,0.034282871,0.0,0.0,10,10,3,0,207,30,7,4.893752416083334,0.07915976900860185,34282.871
2024-07-26,consumer_device_10_data_user_10,0.0,15.572608566541668,9.434733962708334,0.09302457175,0.046413977999999995,0.006961481,0.0,0.0,10,10,4,0,208,30,7,6.137874603833334,0.10396070557213136,6961.481000000001
2024-07-27,consumer_device_10_data_user_10,0.0,16.214178340125,11.233743285958333,0.149950663125,0.14269979800000002,0.008957544,0.0,0.0,10,10,5,1,209,30,7,4.980435054166666,0.20699863217149053,8957.544
2024-07-28,consumer_device_10_data_user_10,0.6524946233333275,16.61163800583333,12.391137695833335,0.10092544558333333,0.14363940554166665,0.00536947,0.0,0.0,10,10,6,1,210,30,7,4.220500309999997,0.1755512016209452,5369.47
2024-07-29,consumer_device_10_data_user_10,0.0003260933333333,15.555455144166666,12.654461160833334,-0.011446634999999997,0.03228239220833333,0.08539931,0.0,0.0,10,10,0,0,211,31,7,2.9009939833333327,0.03425169046216384,85399.31000000001
2024-07-30,consumer_device_10_data_user_10,0.0111850725833321,14.661482110833333,12.349131520833334,-0.11460049945833334,0.027360240666666664,0.075385305,0.0,0.0,10,10,1,0,212,31,7,2.3123505899999994,0.1178212936842801,75385.30500000001
2024-07-31,consumer_device_10_data_user_10,0.0192169044166657,15.178498204583333,12.346530533333334,0.09781328833333332,0.060105641666666654,0.042462511,0.0,0.0,10,10,2,0,213,31,7,2.8319676712499984,0.11480473655185806,42462.511000000006
2024-08-01,consumer_device_10_data_user_10,0.0,15.432677840833334,12.410061772916668,0.12944793708333333,0.31133015954166665,0.057614858,0.0,0.0,10,10,3,0,214,31,8,3.0226160679166654,0.33716944798627624,57614.858
2024-08-02,consumer_device_10_data_user_10,0.0059258082499996,14.622766749166667,12.998541767916668,0.06281598404166668,0.39714940395833337,0.15059115,0.0,0.0,10,10,4,0,215,31,8,1.6242249812499985,0.40208642965857777,150591.15000000002
2024-08-03,consumer_device_10_data_user_10,0.0,14.697415925,11.828499730416667,0.15608469641666667,0.5058619975416666,0.093773364,0.0,0.0,10,10,5,1,216,31,8,2.868916194583333,0.5293947421464706,93773.364
2024-08-04,consumer_device_10_data_user_10,0.0,13.5617112475,10.898214595125,0.08623313912499998,0.124201417,0.189738878,0.0,0.0,10,10,6,1,217,31,8,2.6634966523750006,0.15120233552481752,189738.878
2024-08-05,consumer_device_10_data_user_10,0.0,14.643549854958332,11.656413014958334,0.22425397233333333,0.31779011087500003,0.033353586000000005,0.0,0.0,10,10,0,0,218,32,8,2.987136839999998,0.38894780970873744,33353.586
2024-08-06,consumer_device_10_data_user_10,0.0,14.888746515416665,12.547215397916666,0.32660484316666666,0.528191884375,0.023869361,0.0,0.0,10,10,1,0,219,32,8,2.341531117499999,0.6210131965582827,23869.361
2024-08-07,consumer_device_10_data_user_10,0.0,14.416216150833334,10.817157999666668,0.09494272862499999,0.33709589641666665,0.02792426,0.0,0.0,10,10,2,0,220,32,8,3.599058151166666,0.3502110293804529,27924.260000000002
2024-08-08,consumer_device_10_data_user_10,0.0,14.959219234166667,10.402183150583333,0.01644833891666667,0.30359399325,0.008683102,0.0,0.0,10,10,3,0,221,32,8,4.557036083583334,0.3040392418596629,8683.102
2024-08-09,consumer_device_10_data_user_10,0.0,15.367472584583334,10.959879811374998,0.14448610941666667,0.27621225516666664,0.01013099,0.0,0.0,10,10,4,0,222,32,8,4.407592773208336,0.31172014005934995,10130.99
2024-08-10,consumer_device_10_data_user_10,4.556052016249998,15.268362934999999,10.574417368666667,0.3057551781666667,0.33294415470833333,0.007514016,0.0,0.0,10,10,5,1,223,32,8,4.693945566333332,0.4520376523368122,7514.0160000000005
2024-08-11,consumer_device_10_data_user_10,0.2183044646666665,14.463960901666667,9.637120182541667,0.20632044479166667,0.4524170160416667,0.024119006,0.0,0.0,10,10,6,1,224,32,8,4.826840719125,0.49724167398064784,24119.006
2024-08-12,consumer_device_10_data_user_10,0.35604653549999987,14.10912984125,9.244005457291667,0.15549786883333333,0.16261672979166666,0.012597506,0.0,0.0,10,10,0,0,225,33,8,4.865124383958333,0.2249973066946457,12597.506
2024-08-13,consumer_device_10_data_user_10,0.0013754719999999,15.65887285875,10.508381143625,0.1713059742916667,0.34266992404166663,0.003638075,0.0,0.0,10,10,1,0,226,33,8,5.150491715125,0.3831036591716904,3638.0750000000003
2024-08-14,consumer_device_10_data_user_10,0.0040911759999999,16.525053278333335,11.732949828499999,0.18455568941666667,0.37148595954166663,0.021259418,0.0,0.0,10,10,2,0,227,33,8,4.792103449833336,0.41480431607283685,21259.417999999998
2024-08-15,consumer_device_10_data_user_10,0.010197043333333,14.811746217500001,13.005553181666668,-0.008986790958333336,0.20139789575,0.055484475,0.0,0.0,10,10,3,0,228,33,8,1.8061930358333331,0.20159830064823625,55484.475
2024-08-16,consumer_device_10_data_user_10,0.0740630766666627,13.786072032166667,11.617789205583334,-0.044086456291666666,0.15300440791666667,0.102398938,0.0,0.0,10,10,4,0,229,33,8,2.168282826583333,0.1592292827035491,102398.938
2024-08-17,consumer_device_10_data_user_10,1.2575197834999994,12.947856521250001,10.824217732125,0.0446949005,0.26412264504166666,0.145903838,0.0,0.0,10,10,5,1,230,33,8,2.1236387891250015,0.26787759472287176,145903.83800000002
2024-08-18,consumer_device_10_data_user_10,0.3339522406666659,13.719487761666668,11.211630121583333,0.21616172795833333,0.3640423219166667,0.094201427,0.0,0.0,10,10,6,1,231,33,8,2.5078576400833352,0.42338245686425235,94201.42700000001
2024-08-19,consumer_device_10_data_user_10,0.1535501846666652,12.588576253333335,10.295052464791667,0.16921806333333334,0.3249177535,0.028323422,0.0,0.0,10,10,0,0,232,34,8,2.293523788541668,0.36634177962357883,28323.422000000002
2024-08-20,consumer_device_10_data_user_10,6.00454433608333,11.641285832541667,8.495210902041666,-0.04256288208333333,0.24195532008333334,0.054807715,0.0,0.0,10,10,1,0,233,34,8,3.146074930500001,0.2456704618953366,54807.715000000004
2024-08-21,consumer_device_10_data_user_10,0.0,11.033206558083334,8.863083139833334,-0.08974246179166667,0.2886418104583333,0.13316225,0.0,0.0,10,10,2,0,234,34,8,2.17012341825,0.30227107733472147,133162.25000000003
2024-08-22,consumer_device_10_data_user_10,0.0,10.853623962124999,7.2710891721249995,-0.016716678999999998,0.06379516920833334,0.056971568,0.0,0.0,10,10,3,0,235,34,8,3.5825347899999995,0.06594900280602371,56971.568
2024-08-23,consumer_device_10_data_user_10,0.024153924666664498,11.449915822,4.772814687166666,-0.020100275625,-0.012449820833333333,0.033975089,0.0,0.0,10,10,4,0,236,34,8,6.677101134833333,0.0236435851550282,33975.089
2024-08-24,consumer_device_10_data_user_10,0.8316636404166623,12.135275776583333,5.720784123750001,0.11275800066666665,0.053200324333333326,0.024565484,0.0,0.0,10,10,5,1,237,34,8,6.414491652833332,0.12467815054577869,24565.484
2024-08-25,consumer_device_10_data_user_10,1.5102478545833296,11.761895752041667,8.534902827458334,0.06432787570833333,-0.09861687825,0.028788334,0.0,0.0,10,10,6,1,238,34,8,3.2269929245833335,0.11774278860687012,28788.334
2024-08-26,consumer_device_10_data_user_10,12.543021098249993,11.475153223791667,8.015556589708334,0.07384362920833333,0.010807156625,0.033837886,0.0,0.0,10,10,0,0,239,35,8,3.459596634083333,0.07463026335860742,33837.886
2024-08-27,consumer_device_10_data_user_10,0.3257821070833264,10.669521585875001,8.266550318333334,0.0014807382500000015,0.17055861158333332,0.051908699,0.0,0.0,10,10,1,0,240,35,8,2.402971267541668,0.1705650391229087,51908.69900000001
2024-08-28,consumer_device_10_data_user_10,22.76629790808332,10.570746358333333,7.315719858833333,-0.11347071325000001,0.07269732141666667,0.011327726,0.0,0.0,10,10,2,0,241,35,8,3.2550264994999996,0.13476091164214446,11327.726
2024-08-29,consumer_device_10_data_user_10,4.053415164083325,10.809993998041667,8.364133453291666,-0.08048884075,0.2448037465,0.051316927,0.0,0.0,10,10,3,0,242,35,8,2.4458605447500013,0.25769619280407524,51316.927
2024-08-30,consumer_device_10_data_user_10,19.737928175083326,10.262592570458333,7.5257812500000005,-0.4580065409583333,0.04070917375,0.125237475,0.0,0.0,10,10,4,0,243,35,8,2.736811320458332,0.45981216642018635,125237.47499999999
2024-08-31,consumer_device_10_data_user_10,0.1678536928333275,11.031700389000001,8.413292820916666,-0.07124391158333333,-0.20426869387500002,0.173940776,0.0,0.0,10,10,5,1,244,35,8,2.6184075680833345,0.21633629893083658,173940.776
2024-09-01,consumer_device_10_data_user_10,1.23086113533333,11.767032878083334,9.057456588541667,0.04525184633333334,-0.016032536833333333,0.115252247,0.0,0.0,10,10,6,1,245,35,9,2.7095762895416673,0.048008039263104714,115252.247
2024-09-02,consumer_device_10_data_user_10,0.419318040583332,10.818547821041667,8.942941284041666,0.15384038287500001,0.18956947324999998,0.087353193,0.0,0.0,10,10,0,0,246,36,9,1.8756065370000012,0.24413817520291467,87353.193
2024-09-03,consumer_device_10_data_user_10,3.7878522010833295,9.878887431375,8.018991724416667,0.006289803500000001,0.022521217749999985,0.068486462,0.0,0.0,10,10,1,0,247,36,9,1.8598957069583335,0.023383046786326342,68486.462
2024-09-04,consumer_device_10_data_user_10,0.2711261802499882,10.883246994416666,5.328218714458333,-0.10658570125,-0.23584167154166666,0.023346839,0.0,0.0,10,10,2,0,248,36,9,5.555028279958333,0.2588084344578469,23346.839000000004
2024-09-05,consumer_device_10_data_user_10,0.2695150250833227,12.227674102583334,4.746916707291667,0.007599512749999995,0.10169816012499999,0.00380111,0.0,0.0,10,10,3,0,249,36,9,7.4807573952916675,0.10198170604009109,3801.11
2024-09-06,consumer_device_10_data_user_10,0.2151087097499901,10.513212458916668,7.153628921708333,0.12358919779166666,0.12177785241666667,0.056320823,0.0,0.0,10,10,4,0,250,36,9,3.3595835372083345,0.17350543262388976,56320.823000000004
2024-09-07,consumer_device_10_data_user_10,0.1560812459999919,10.337463633291668,4.948944981875,0.13470323879166665,0.026749292958333327,0.01679115,0.0,0.0,10,10,5,1,251,36,9,5.388518651416668,0.13733348905032416,16791.15
2024-09-08,consumer_device_10_data_user_10,0.070592609749994,10.475077564791667,4.571689224333333,0.049717235458333335,0.0028949181250000067,0.02021508,1.42e-07,0.0003255208333333333,10,10,6,1,252,36,9,5.903388340458333,0.04980144628994033,17701.471103327494
2024-09-09,consumer_device_10_data_user_10,9.319704809999992,10.136650339291666,4.463707224458333,0.14047622695833334,0.14787419637500002,0.019699478,0.0,0.0,10,10,0,0,253,37,9,5.672943114833333,0.20396163436784195,19699.478
2024-09-10,consumer_device_10_data_user_10,20.598435940416657,8.972099558333333,4.735042190624999,0.10047479458333335,0.09987171491666667,0.012960983,0.0,0.0,10,10,1,0,254,37,9,4.237057367708334,0.14166701728687228,12960.983000000002
2024-09-11,consumer_device_10_data_user_10,28.964094129416655,9.216674422916666,2.9453903198333333,0.031059900875,-0.08053843179166668,0.01400985,0.0,0.0,10,10,2,0,255,37,9,6.2712841030833335,0.08632008131266891,14009.850000000002
2024-09-12,consumer_device_10_data_user_10,31.185154243749988,10.711586889000001,1.898336664875,-0.069006601875,-0.08914776645833333,0.002685,0.0,0.0,10,10,3,0,256,37,9,8.813250224125001,0.11273524456373124,2685.0
2024-09-13,consumer_device_10_data_user_10,39.797983960166654,10.078417079374999,3.2851145426249997,0.17025756833333336,0.2713446219583333,0.0091492,0.0,0.0,10,10,4,0,257,37,9,6.79330253675,0.3203366095851214,9149.2
2024-09-14,consumer_device_10_data_user_10,36.662012981166654,7.519299443416667,5.544675445416666,-0.11689758304166666,0.23179483416666666,0.117575814,0.0002163,0.045166015625,10,10,5,1,258,37,9,1.974623998000001,0.25960333215761283,541.0759963184538
